type	latitude	longitude	altitude (m)	name
T	-3.647196400	37.622434310	1226.2	
T	-8.836191320	34.060601310	1085.0	
T	-11.333758100	35.060404830	1212.5	
T	-8.840240250	34.164251800	1078.0	
T	-3.072411720	34.276302160	1403.4	
T	-10.513279630	34.607697550	500.9	
T	-1.933348640	32.916581960	1191.2	
T	-5.340938850	29.786030100	767.1	
T	-8.999766660	33.309310760	1439.6	
T	-3.358279060	35.865624660	972.4	
T	-3.689764590	32.206092980	1160.4	
T	-9.656880230	34.822365730	1780.1	
T	-3.441883360	34.151884000	1192.9	
T	-3.962959140	32.443934470	1287.4	
T	-8.674309890	32.167412830	1605.7	
T	-5.007982750	35.733570320	1228.6	
T	-3.481588630	36.816532820	1003.3	
T	-11.189689730	38.454576560	302.9	
T	-9.794985540	37.901040870	540.2	
T	-8.855551180	34.622767310	1402.6	
T	-7.393437990	39.129652970	55.9	
T	-3.955945600	33.164909200	1101.9	
T	-6.313234030	36.769518170	1344.1	
T	-9.040656770	33.167275170	1657.0	
T	-9.160744230	34.565938660	1787.8	
T	-5.170113280	32.356629240	1171.3	
T	-2.580824430	33.622545240	1172.1	
T	-4.642420330	30.259329700	1148.5	
T	-3.237055960	32.021193110	1195.5	
T	-9.269302660	35.010566800	1782.4	
T	-8.839041830	34.718515000	1489.3	
T	-4.399234310	37.931468810	1793.5	
T	-7.101529930	39.410373470	22.3	
T	-3.545655660	30.698893620	1414.5	
T	-10.438316420	35.790037680	1056.8	
T	-2.444996350	32.994070420	1264.1	
T	-4.382251790	32.402465320	1197.9	
T	-4.328274540	34.480770830	1576.2	
T	-1.306883910	31.425707050	1167.3	
T	-4.643034710	35.915131690	1192.1	
T	-1.706976710	34.264259900	1251.2	
T	-2.933626370	30.914513640	1363.7	
T	-4.444596900	32.363508650	1197.2	
T	-3.297086700	37.335544750	1027.8	
T	-4.889235790	38.281959230	411.8	
T	-1.319841840	34.514702230	1557.3	
T	-10.482202840	36.146345130	818.7	
T	-8.203956850	35.323037460	1740.2	
T	-5.058815430	31.541915220	1087.8	
T	-4.445927290	30.033541720	1620.0	
T	-4.590801090	30.111983790	1300.5	
T	-3.201026290	37.201460790	1512.3	
T	-7.726232540	36.929585920	343.9	
T	-3.328557410	37.411062330	1058.7	
T	-9.035627120	34.814579880	1825.0	
T	-5.000403590	39.133651710	4.8	
T	-8.831606410	35.049666740	1509.9	
T	-3.854019790	35.547446890	1755.4	
T	-4.063282260	32.373185780	1179.1	
T	-2.026468510	31.558903040	1314.2	
T	-2.022396930	33.981704240	1316.7	
T	-3.230704490	37.192291020	1313.4	
T	-7.670599960	35.421809280	984.3	
T	-1.610593470	34.293197960	1191.1	
T	-9.233870350	34.113608740	2268.9	
T	-9.572541590	34.441979530	2048.1	
T	-9.251364030	33.837429750	1360.8	
T	-7.570340150	36.106975160	1435.9	
T	-2.730452110	36.112515400	1166.6	
T	-3.757231980	34.372913250	1095.0	
T	-3.300196500	31.780801440	1185.3	
T	-5.222181520	39.078687890	0.0	
T	-8.258983610	35.934626860	1922.3	
T	-5.481551760	38.893252890	118.3	
T	-2.605520790	36.836467580	1234.6	
T	-4.285919360	35.843121350	1323.1	
T	-4.929973800	38.459151730	1363.7	
T	-8.957236030	34.787149800	1719.6	
T	-9.161954290	34.662638720	1810.8	
T	-2.765432440	33.618036560	1212.3	
T	-3.261458870	36.642652570	1819.6	
T	-7.798172370	37.031070160	276.2	
T	-5.808583270	35.806172940	1138.3	
T	-4.859474170	30.332912860	1141.5	
T	-10.971314110	34.936973150	1510.2	
T	-3.272131600	30.984638870	1213.2	
T	-9.284030630	33.905855240	824.6	
T	-3.239959770	37.059240270	1169.0	
T	-9.760487880	35.286931980	1463.2	
T	-8.986295180	33.281327450	1336.9	
T	-4.836479830	32.772685530	1176.7	
T	-3.238279090	37.235403590	1281.2	
T	-4.158499740	37.823782930	1026.0	
T	-8.026273970	33.263593390	1326.5	
T	-8.759338010	34.796411400	1421.2	
T	-9.462767160	33.823946330	534.9	
T	-10.834171460	39.385204790	512.0	
T	-3.745933220	30.594499530	1349.2	
T	-10.832632790	39.024774500	286.4	
T	-3.893388600	35.253977940	1366.2	
T	-4.689280920	30.054679280	1284.0	
T	-6.861274320	37.646824230	569.2	
T	-10.112129000	38.926847570	359.4	
T	-1.877079410	33.689832590	1237.7	
T	-5.885572341	35.149669124	843.0	
T	-3.179789550	36.824574100	1575.9	
T	-1.851490650	34.317816670	1416.5	
T	-1.971100910	33.910911580	1298.2	
T	-5.650302390	34.524438860	1318.4	
T	-9.169798760	34.736013310	1855.4	
T	-7.424007110	37.695323170	152.4	
T	-7.563466410	31.382524610	1838.5	
T	-4.561290130	29.915552770	1174.6	
T	-5.885572341	35.149669124	843.0	
T	-5.884428420	34.995763690	846.9	
T	-9.882330610	34.510383410	1753.2	
T	-1.107565630	30.672305700	1314.6	
T	-1.917957700	34.617102250	1574.1	
T	-4.050509540	35.364152040	2012.0	
T	-8.884118170	33.301957250	1306.3	
T	-3.280182130	37.006554620	1191.7	
T	-5.528801090	38.487673980	386.4	
T	-6.137818230	35.820978290	1071.8	
T	-6.906580810	37.815296320	475.0	
T	-4.202198680	35.342082950	1900.4	
T	-9.161798870	34.759594140	1867.4	
T	-9.069154540	33.129578280	1736.5	
T	-4.981954880	38.412579710	1132.1	
T	-4.356779470	35.486319420	1713.1	
T	-4.480710350	30.163878300	1263.8	
T	-2.707760500	33.289502310	1269.8	
T	-3.863833190	33.269116250	1132.8	
T	-9.335287550	34.060323530	2125.3	
T	-9.862034620	34.730801740	1682.0	
T	-7.238591020	39.191782390	58.1	
T	-8.051400810	31.597819260	1944.6	
T	-3.332659920	36.667629700	1590.0	
T	-1.990551980	34.129056940	1216.7	
T	-3.303712040	37.387602030	1098.0	
T	-5.505643490	38.140981980	579.1	
T	-7.145028790	37.828399120	380.2	
T	-10.752030810	36.015117140	890.4	
T	-9.849197610	34.942100900	1437.4	
T	-9.539735800	37.836067050	597.9	
T	-10.950981750	37.322090390	519.3	
T	-7.109315320	36.491184870	1120.8	
T	-5.885572341	35.149669124	843.0	
T	-9.010745960	34.929825350	1683.9	
T	-9.552076600	34.812609580	2026.1	
T	-7.297287690	31.055162060	1488.3	
T	-6.903115200	39.195706740	49.4	
T	-10.914953200	38.815745960	273.6	
T	-8.264908710	35.931890220	1863.2	
T	-10.911575300	39.123379990	340.4	
T	-3.900015900	32.933072660	1200.7	
T	-3.316245730	36.882536140	1391.1	
T	-2.740848050	33.161907950	1256.5	
T	-5.024965940	38.391772190	1143.0	
T	-9.854125460	34.806559300	1380.1	
T	-3.046730780	33.517444720	1270.1	
T	-3.285883100	37.300830830	1100.9	
T	-3.947945170	32.855585940	1209.7	
T	-3.392424480	37.463185450	798.2	
T	-1.827314290	33.789882750	1237.3	
T	-4.628986930	34.967827770	1653.4	
T	-4.491964470	30.162353940	1280.4	
T	-9.265708820	33.798227110	1473.6	
T	-7.798221530	36.898438370	334.0	
T	-10.847719360	39.704987790	265.4	
T	-1.263938660	30.696469900	1367.9	
T	-1.065532290	31.752772460	1315.6	
T	-4.837787800	38.365341450	1403.3	
T	-3.251293190	36.641492760	1833.6	
T	-5.623744530	35.696213780	1135.5	
T	-8.927228650	36.265693440	321.9	
T	-3.284127950	37.533269630	1430.2	
T	-10.794529970	35.565092680	1040.8	
T	-9.877591120	35.089273200	1104.4	
T	-3.390498120	36.755860080	1303.4	
T	-11.451975280	36.888311790	582.4	
T	-4.358020560	30.379222210	1253.6	
T	-2.672193430	31.288003670	1490.8	
T	-6.440774440	38.895346100	19.7	
T	-10.810762880	35.225022570	945.9	
T	-3.224168360	37.283011110	1409.8	
T	-6.066192160	36.318197780	942.3	
T	-5.805658360	38.663739270	90.8	
T	-10.030312410	39.621015400	35.8	
T	-6.435039770	37.531814950	361.9	
T	-4.564110980	30.221971470	1236.5	
T	-4.874730150	29.737906320	817.4	
T	-3.189707350	37.157738640	1593.6	
T	-5.795810190	34.580694520	1298.2	
T	-4.362806930	30.368253360	1220.8	
T	-8.183218440	36.271363260	277.1	
T	-10.893236950	36.118275830	806.4	
T	-11.091300480	37.170573340	647.0	
T	-8.475373770	31.725267870	1803.5	
T	-4.924316030	31.693720620	1109.3	
T	-6.786851700	37.138538480	439.3	
T	-4.547401170	34.171347720	1104.3	
T	-5.885572341	35.149669124	843.0	
T	-3.268812550	37.283092050	1171.9	
T	-8.556048730	35.079910790	1857.5	
T	-1.443031810	31.782657250	1263.5	
T	-1.283424900	31.829461150	1303.6	
T	-6.371801610	37.365366310	438.1	
T	-7.800482090	39.821660380	16.2	
T	-4.753321030	38.769868330	365.4	
T	-8.925824240	36.265161650	317.6	
T	-3.321660220	36.822233170	1688.4	
T	-9.325394820	33.656558430	1265.6	
T	-5.885572341	35.149669124	843.0	
T	-9.745098770	39.712625220	15.8	
T	-3.621826200	36.848114790	946.5	
T	-5.885572341	35.149669124	843.0	
T	-6.862645860	38.614960260	35.7	
T	-3.268305500	30.977216480	1231.5	
T	-5.023181740	39.058970850	49.7	
T	-2.144647820	35.734255190	1302.0	
T	-1.786005590	33.751191540	1197.2	
T	-3.249829050	36.916485230	1413.0	
T	-6.724701460	38.727663200	51.5	
T	-9.209410480	33.100061370	1762.1	
T	-7.039528450	38.573549970	82.7	
T	-3.247108970	31.413192600	1208.3	
T	-5.235433210	38.834013490	226.2	
T	-3.195284330	37.605821080	1458.2	
T	-10.565006730	39.671593610	300.3	
T	-10.717573080	37.169013340	658.4	
T	-4.208719440	33.330551780	1221.7	
T	-2.205589520	31.644102580	1316.3	
T	-6.900409200	39.343108470	47.8	
T	-3.090913780	34.383782350	1411.2	
T	-5.191583150	38.785559350	211.8	
T	-5.399210840	34.758000230	1447.6	
T	-4.491580030	34.825823740	1532.1	
T	-2.769944550	33.349798580	1239.0	
T	-10.699914300	37.024543640	609.2	
T	-4.389096100	34.606348960	1285.0	
T	-6.385561760	38.310470900	324.6	
T	-9.213040480	33.585891060	1320.3	
T	-1.834309520	33.516198360	1134.8	
T	-2.974127870	31.664089010	1201.1	
T	-9.249200990	32.626356370	1626.0	
T	-1.463406460	31.180403890	1250.6	
T	-6.764339990	37.131171660	437.4	
T	-5.173291230	38.372001240	372.5	
T	-11.086233790	34.646828790	508.2	
T	-7.993613820	38.760327670	52.5	
T	-4.575662950	38.068943700	472.9	
T	-8.807106930	34.212046290	1112.3	
T	-8.789034310	35.798497400	329.6	
T	-7.851661750	31.434855180	1937.7	
T	-8.532105850	39.173179100	76.8	
T	-4.503270800	38.389640110	424.6	
T	-5.749246330	34.663226380	1306.4	
T	-5.115519980	33.081989810	1242.9	
T	-6.857577260	37.057369070	471.1	
T	-4.679009770	39.100787650	105.9	
T	-8.391950960	35.363729920	1980.8	
T	-8.057381460	35.462931440	1780.2	
T	-3.131915620	36.876337620	1382.2	
T	-9.322929730	34.690147120	2067.4	
T	-10.408589950	39.977490290	72.6	
T	-6.745452170	36.086147310	759.4	
T	-4.080099500	32.999737300	1152.5	
T	-4.865556100	38.496531160	1219.0	
T	-11.233751210	38.561396560	185.5	
T	-2.487704160	30.612162100	1381.3	
T	-4.642841000	38.246135140	1841.3	
T	-3.350489350	36.985429200	1116.8	
T	-3.636816650	30.674997070	1460.2	
T	-5.173950070	35.451178620	1177.0	
T	-5.104210150	34.673477910	1481.3	
T	-3.290901710	37.342252580	1059.2	
T	-3.837300260	33.074740330	1189.6	
T	-7.938829320	35.468285260	1686.0	
T	-6.317475730	36.414700810	1004.8	
T	-2.563095540	36.757583430	1373.9	
T	-3.322780240	36.798202150	1697.4	
T	-6.055791370	35.988182760	1036.7	
T	-3.544061000	32.543444870	1185.9	
T	-11.086611180	34.666128210	530.8	
T	-10.518110500	36.164877110	877.8	
T	-3.372462260	32.151291600	1291.5	
T	-6.789180270	37.130047160	442.0	
T	-7.989277590	38.760230430	46.9	
T	-9.414971300	34.952259380	1701.8	
T	-11.448627740	36.887610090	582.2	
T	-9.113866080	34.709303630	1740.2	
T	-2.876533410	33.343325490	1193.2	
T	-3.327381010	37.367978930	873.4	
T	-10.765685480	36.904500110	870.0	
T	-8.138972040	36.687162250	256.4	
T	-3.191886720	37.245717640	1577.8	
T	-2.689102440	33.575771540	1203.2	
T	-6.339170770	37.339552170	463.1	
T	-6.762161740	37.779306440	500.1	
T	-4.748393280	34.801274080	1526.5	
T	-4.948770940	32.991115940	1247.1	
T	-3.238682210	35.836211150	1824.1	
T	-11.030656810	34.885537690	1684.6	
T	-2.580535370	32.429024450	1253.8	
T	-9.297171320	33.832566740	1141.1	
T	-6.510545350	38.940143580	37.3	
T	-8.884023210	36.041866130	283.5	
T	-10.524877760	35.265345050	1025.8	
T	-4.935080040	34.658411880	1490.1	
T	-3.754551110	35.920975610	983.8	
T	-9.082416210	34.590142660	1681.1	
T	-2.447275020	33.062150620	1224.4	
T	-8.982185330	33.279322010	1327.4	
T	-4.750697990	34.667820170	1471.3	
T	-5.938679870	36.629315790	1215.0	
T	-8.950720640	34.994170110	1631.6	
T	-3.390263360	37.479812060	826.2	
T	-5.598666850	30.390377650	1294.3	
T	-3.429023000	37.358638960	740.4	
T	-6.264471280	36.835399420	1301.5	
T	-2.449251520	31.735169980	1169.5	
T	-2.917334360	33.509135600	1242.8	
T	-9.444947280	33.912932600	500.6	
T	-6.322244440	31.225618420	1134.8	
T	-9.042202930	33.182225850	1648.1	
T	-3.251698330	37.648486470	1138.3	
T	-10.990368820	34.837592810	1646.5	
T	-6.906155960	37.568414590	544.7	
T	-6.425058710	35.868538870	1037.9	
T	-6.500628590	36.371768350	883.9	
T	-9.001058820	32.839990690	1551.6	
T	-9.495545020	34.778659650	2126.3	
T	-4.421475950	35.651158210	1625.0	
T	-4.667998330	34.872446030	1616.3	
T	-3.445128920	33.983190600	1197.5	
T	-8.095796240	35.767224030	1877.9	
T	-2.897051060	33.559883850	1243.3	
T	-6.174683340	31.217524770	1150.4	
T	-10.983151070	38.394274240	352.3	
T	-3.162892770	37.574283060	1771.5	
T	-4.160916650	33.018337170	1188.0	
T	-9.025531100	34.630560930	1587.8	
T	-1.176502080	31.574735270	1143.0	
T	-1.314961180	31.758126470	1273.9	
T	-8.728916500	36.712856400	931.7	
T	-4.404581180	35.536776060	1615.9	
T	-1.834405130	34.672551190	1601.2	
T	-5.256017380	38.943631790	78.9	
T	-10.642388910	35.451626950	1031.6	
T	-6.169137420	37.666278970	369.5	
T	-6.417993260	37.471779850	379.6	
T	-4.033631860	33.943800700	1076.5	
T	-1.654311120	30.957329080	1487.6	
T	-3.156682840	36.841597230	1464.3	
T	-5.352549570	33.131740580	1198.1	
T	-8.520473270	39.497276350	16.7	
T	-5.885572341	35.149669124	843.0	
T	-2.843857920	37.122037320	1548.4	
T	-7.355645390	31.190667920	1717.6	
T	-10.857845170	39.356343180	563.3	
T	-3.184675010	37.288744410	1721.3	
T	-9.730470770	34.557994090	1844.2	
T	-5.885572341	35.149669124	843.0	
T	-6.639063670	38.348166000	217.9	
T	-3.139786620	33.517064240	1238.9	
T	-8.935786380	33.534365160	1890.5	
T	-11.174910220	34.908362240	1473.0	
T	-4.822985050	38.811837860	271.7	
T	-7.439275320	36.922085280	662.3	
T	-9.163472960	33.775077220	1604.4	
T	-6.331076090	38.388293030	289.4	
T	-3.628920960	30.679753440	1431.5	
T	-3.431032090	37.271836590	816.5	
T	-10.533840330	40.282036300	30.6	
T	-5.864503040	35.071564520	839.8	
T	-7.533953570	31.226113240	1677.4	
T	-1.499659320	31.499087280	1166.5	
T	-2.816573070	33.279722070	1199.9	
T	-10.533826260	36.025711590	867.2	
T	-6.490351780	39.009772000	20.0	
T	-2.829084020	36.309956560	1210.0	
T	-9.831390950	35.270873200	1332.0	
T	-2.512340550	30.548434410	1465.0	
T	-3.316111850	30.923461250	1316.1	
T	-6.523106040	37.217850040	442.4	
T	-6.449930620	38.325767920	240.2	
T	-10.831272640	38.721621380	380.4	
T	-4.463082680	35.829801080	1232.5	
T	-5.298660600	35.390197160	1164.3	
T	-3.130748150	37.639745840	1237.5	
T	-5.885572341	35.149669124	843.0	
T	-3.299878740	37.432065850	1491.4	
T	-7.541840220	36.425901980	571.9	
T	-9.155330610	34.769819540	1882.7	
T	-6.130923420	37.622693370	377.3	
T	-1.628797350	34.349978120	1217.1	
T	-1.121983990	34.042202220	1190.6	
T	-6.068183310	38.567844540	246.5	
T	-1.314896260	34.215950370	1228.5	
T	-1.511856690	31.565319480	1170.2	
T	-5.016462230	31.803435540	1100.8	
T	-1.720162540	33.985525110	1509.1	
T	-2.764702170	33.477771930	1207.0	
T	-7.809047100	35.633356810	1576.6	
T	-3.708270050	37.684889790	1380.8	
T	-4.816435400	38.646360270	426.0	
T	-4.996491810	29.999031470	1093.8	
T	-3.203787650	33.281338290	1181.8	
T	-7.099934400	39.307899000	57.1	
T	-3.561129840	36.780506570	976.0	
T	-7.104922570	37.269036210	544.0	
T	-3.561190360	30.741325390	1350.7	
T	-2.957865980	33.347509860	1214.9	
T	-6.983461170	39.315262880	72.3	
T	-4.669443700	38.262412960	1790.5	
T	-4.592725770	33.143036100	1232.0	
T	-1.417040520	31.205145690	1205.0	
T	-6.179853360	30.306920540	1713.7	
T	-8.586282270	35.185731850	1940.3	
T	-6.344356620	31.234954850	1139.9	
T	-2.529395400	33.027033330	1265.7	
T	-7.040580540	37.574241460	1051.1	
T	-10.792343740	35.711019580	912.4	
T	-9.792834690	38.085864920	420.1	
T	-3.217435110	37.021021310	1267.0	
T	-3.286384220	32.786407110	1153.9	
T	-9.218884040	33.638281880	1464.6	
T	-3.351918410	37.463652870	1111.1	
T	-8.893532910	34.663611280	1474.3	
T	-8.797532430	35.792966270	332.5	
T	-8.915596200	34.728914490	1554.8	
T	-10.760510770	34.864089400	1303.3	
T	-7.658354700	35.908233360	1404.9	
T	-3.107673170	33.912365140	1285.5	
T	-8.564367530	35.215855860	1960.1	
T	-1.623977240	34.021797020	1222.7	
T	-11.112546210	38.608438560	249.8	
T	-3.740346920	32.392224330	1186.3	
T	-4.528407860	34.836252390	1528.5	
T	-10.656927190	39.836385070	248.8	
T	-4.241771030	35.500115800	1636.5	
T	-6.183765770	36.844055330	1309.0	
T	-1.742618150	30.941142730	1423.3	
T	-1.053848920	30.824262420	1449.8	
T	-3.668661640	32.909354720	1166.3	
T	-3.058837320	37.619817900	1443.9	
T	-8.964750890	34.912994570	1679.1	
T	-7.111815530	37.264189700	537.2	
T	-5.238550650	36.416453060	1495.3	
T	-9.417230500	33.903233110	510.0	
T	-3.314425400	36.673964010	1642.3	
T	-2.463035300	30.530606460	1444.7	
T	-9.046998710	33.595045350	1948.2	
T	-10.858055900	37.574909990	484.4	
T	-4.617404470	33.297289190	1248.1	
T	-5.885572341	35.149669124	843.0	
T	-9.031435170	32.151495210	1683.9	
T	-3.352330500	36.897384670	1245.2	
T	-3.166845430	30.854670490	1618.3	
T	-10.331103120	39.002045900	367.0	
T	-5.061817900	34.682176620	1545.1	
T	-6.829115550	37.049529580	469.8	
T	-9.305273780	34.133348520	2278.5	
T	-3.068763450	37.615211460	1476.5	
T	-4.204913040	35.884066960	1265.1	
T	-8.040157390	31.418903790	1744.8	
T	-4.836292800	38.286192920	1363.7	
T	-5.885572341	35.149669124	843.0	
T	-8.636445150	35.200225710	1968.2	
T	-10.371542830	38.568896000	421.1	
T	-8.840878240	34.720321890	1498.9	
T	-6.831361950	38.859880600	155.1	
T	-4.892588890	33.112488280	1243.1	
T	-9.272155830	35.149024810	1587.9	
T	-5.774429800	38.668576640	70.7	
T	-3.552453540	31.954486310	1212.2	
T	-4.302670950	35.516836120	1633.3	
T	-3.378947460	36.573886380	1360.5	
T	-10.641346890	39.965211180	175.7	
T	-3.059124170	37.623225560	1423.7	
T	-6.131837940	35.936991750	1082.1	
T	-6.682614040	38.683542730	33.9	
T	-9.510885600	33.834828280	498.1	
T	-4.506929970	34.796846060	1511.8	
T	-10.671334460	35.672713270	1193.5	
T	-7.845623510	36.901706340	300.0	
T	-3.369735530	36.820150280	1214.6	
T	-4.364626350	32.330482490	1199.3	
T	-5.773507500	36.460358770	1249.1	
T	-5.032900230	32.085130160	1140.5	
T	-3.812550320	33.100161870	1202.3	
T	-2.454726940	30.698464530	1775.1	
T	-10.766417980	35.503106590	990.9	
T	-8.048123430	31.497373940	1788.5	
T	-11.347710770	38.428983000	181.1	
T	-2.852944640	30.799222820	1413.3	
T	-8.860795230	33.628024800	1551.2	
T	-9.347859400	34.052809550	2027.2	
T	-6.893571160	39.195466080	49.3	
T	-5.885572341	35.149669124	843.0	
T	-7.430424440	37.633136880	160.6	
T	-8.930528660	32.012315620	1613.4	
T	-3.463356230	30.681705740	1348.9	
T	-4.779550670	35.956742520	1682.7	
T	-3.361547150	35.095560950	1619.9	
T	-6.352739130	35.668184510	1062.1	
T	-5.699074520	30.484792570	1355.2	
T	-6.975904640	36.609723740	1712.5	
T	-8.905484520	32.894844580	1538.4	
T	-5.885572341	35.149669124	843.0	
T	-4.332612590	33.688390270	1178.7	
T	-8.408456800	34.940668960	1761.3	
T	-10.188819820	38.930023230	427.4	
T	-9.763101500	35.288508570	1479.5	
T	-6.750150110	37.612904870	532.6	
T	-5.695949450	36.166700930	1115.6	
T	-8.510624590	36.524108890	334.0	
T	-1.766139970	31.685924700	1283.9	
T	-3.041813900	34.028644830	1314.1	
T	-9.299393040	33.873718570	912.8	
T	-10.526703640	36.032122490	855.8	
T	-8.461481280	38.553981560	125.8	
T	-10.546818610	35.948070890	982.7	
T	-6.862470870	37.892704360	346.3	
T	-3.945114830	32.858149880	1206.1	
T	-9.576780880	34.339736840	2009.7	
T	-8.529594140	33.605217400	1633.3	
T	-8.138313150	36.658283480	258.8	
T	-6.916822110	37.810723840	431.1	
T	-1.305019240	30.851652140	1527.8	
T	-6.436149520	31.343975870	1065.9	
T	-6.017694380	38.072261290	420.8	
T	-4.835511700	38.381542400	1369.5	
T	-6.788490730	37.139923450	440.4	
T	-8.140347590	31.627956490	1952.2	
T	-4.262289970	37.995950800	1291.5	
T	-9.570388040	33.706987060	534.8	
T	-2.612440450	30.480979650	1523.7	
T	-7.955246820	31.622680450	1836.7	
T	-9.790152150	34.455072770	1605.1	
T	-8.627771920	36.639689490	579.6	
T	-3.590170850	37.310463980	707.4	
T	-9.225310590	32.827868670	1397.4	
T	-3.302563660	37.022921380	1132.0	
T	-5.947425470	35.918219640	1054.5	
T	-9.424013730	33.978830320	583.0	
T	-6.563223610	38.309890040	245.1	
T	-5.038108850	38.301494390	376.0	
T	-4.744218110	34.524190910	1485.0	
T	-6.380856160	35.746086340	1075.0	
T	-4.721099470	29.731275800	1030.8	
T	-4.052539460	32.533059440	1239.2	
T	-6.715922790	38.872842580	126.1	
T	-6.825862910	38.048527060	279.0	
T	-3.477988250	31.923172400	1207.2	
T	-3.813983600	33.500382670	1083.2	
T	-6.379109140	38.354788520	282.6	
T	-6.063130590	36.968289080	1083.8	
T	-2.490904470	30.690084580	1598.1	
T	-4.153963540	37.913068520	1513.0	
T	-6.257917680	37.280145760	616.3	
T	-5.419936190	37.871467250	773.8	
T	-4.700022580	38.117913880	436.5	
T	-3.811162550	32.629820820	1201.9	
T	-4.824498180	38.861716520	189.5	
T	-9.476248400	33.812438120	507.9	
T	-4.604265100	38.330829480	1380.1	
T	-4.840482240	29.959029140	1095.8	
T	-8.725530450	33.786326940	1102.9	
T	-10.533082750	36.029200160	870.4	
T	-4.201841680	32.983127170	1201.4	
T	-9.010719890	34.562679180	1598.8	
T	-2.522955810	32.296426800	1204.4	
T	-2.064579190	33.449933030	1173.1	
T	-6.781662460	38.859069460	139.3	
T	-1.300803880	30.953435770	1385.4	
T	-3.848705010	33.081775420	1196.6	
T	-10.731602150	39.749102550	263.0	
T	-4.446651070	30.300848310	1326.9	
T	-3.416951170	34.113812670	1200.2	
T	-4.992958800	29.986334610	1099.6	
T	-5.105780560	30.387439230	990.8	
T	-3.558472820	37.149320930	1124.9	
T	-7.774372310	35.204754160	960.6	
T	-4.906729460	34.793879070	1630.0	
T	-3.284644600	37.078395770	1077.9	
T	-3.024971620	34.333024630	1400.6	
T	-7.057312360	37.034079100	475.0	
T	-3.190386000	37.093136510	1293.3	
T	-8.404006020	39.049934640	239.7	
T	-1.356587080	31.760485950	1306.6	
T	-6.642821860	38.779031610	73.8	
T	-5.145011460	38.398343670	409.5	
T	-10.276725350	40.108474560	5.1	
T	-7.166039530	39.272747980	92.4	
T	-9.255905820	35.182787200	1576.2	
T	-10.592833020	36.075066460	889.2	
T	-4.053697870	35.750914880	1025.8	
T	-6.691720890	36.560739050	1103.1	
T	-10.575054400	35.427036770	1002.4	
T	-8.676943490	34.306245500	1057.5	
T	-10.150224990	39.577334720	75.5	
T	-7.682778250	36.963792660	315.0	
T	-9.075034080	33.705045330	2200.1	
T	-6.449105480	37.387043670	392.2	
T	-3.736443190	33.836079070	1100.6	
T	-3.713147330	37.664438110	1376.2	
T	-6.378573270	35.861315310	1053.7	
T	-5.885572341	35.149669124	843.0	
T	-3.057105150	33.415703050	1235.0	
T	-5.445405270	35.624410170	1237.6	
T	-2.410683390	33.082315770	1187.1	
T	-8.518655490	33.007367150	822.0	
T	-2.494598410	30.588149330	1370.6	
T	-4.416131970	34.471082780	1513.6	
T	-8.991689340	33.968865630	2164.5	
T	-4.338611200	30.216172950	1461.9	
T	-9.165829980	33.589733670	1477.7	
T	-9.367887340	32.975674380	1365.8	
T	-8.699284180	34.374444950	1078.7	
T	-1.368776420	34.159396880	1212.3	
T	-2.346708440	32.203729850	1157.5	
T	-10.946459600	34.968300390	1325.5	
T	-10.704676720	35.058316580	1002.3	
T	-2.447941270	30.642244880	1398.9	
T	-3.210747630	37.289558990	1503.7	
T	-3.228037400	36.443840460	1957.3	
T	-9.484822760	34.023025650	496.6	
T	-9.312503100	33.010909490	1427.9	
T	-8.133892840	36.689666750	256.1	
T	-1.738851060	34.712585420	1566.4	
T	-10.579711740	35.769885620	1098.9	
T	-9.013733780	34.927492420	1699.4	
T	-6.895451480	39.170569940	68.6	
T	-5.026651290	36.168669570	1392.4	
T	-2.900572270	31.200607470	1360.8	
T	-9.321090120	33.658425670	1273.6	
T	-10.735659870	35.389166150	982.6	
T	-10.553410960	34.607741920	483.2	
T	-7.083494530	37.774790850	360.3	
T	-1.435152820	31.742919830	1148.9	
T	-3.869755160	32.615813140	1209.6	
T	-8.138623400	34.857354860	1067.8	
T	-6.919576810	37.418657440	487.7	
T	-3.282654540	32.881421530	1194.3	
T	-8.989002980	33.304755340	1354.2	
T	-1.236790830	30.679848570	1370.8	
T	-6.907315490	37.596558040	526.8	
T	-6.739661570	30.407650290	790.8	
T	-10.584021790	35.413765220	993.3	
T	-9.343423750	34.913994460	1753.8	
T	-3.445533930	33.664672680	1182.6	
T	-3.351097340	36.714657250	1585.8	
T	-9.860605920	34.945045970	1382.4	
T	-3.184591770	33.368621440	1227.3	
T	-4.389082700	34.340269950	1439.2	
T	-3.378101620	35.900018480	987.7	
T	-9.122294340	33.814494290	1631.3	
T	-2.889241160	36.170094940	1920.2	
T	-1.325553240	34.070637940	1262.3	
T	-9.412066690	33.881683520	512.5	
T	-3.882806870	30.340118930	1208.3	
T	-3.475387030	36.868000750	988.0	
T	-4.325939590	35.438921450	1563.0	
T	-2.605686200	31.320518760	1474.7	
T	-9.320619610	34.134636300	2326.3	
T	-9.066322110	34.451571290	1614.6	
T	-6.460819030	37.552257260	365.0	
T	-5.119316200	33.981293790	1045.2	
T	-6.774411280	36.646671530	840.4	
T	-4.818302800	33.093793730	1262.9	
T	-4.794091550	38.229770340	678.1	
T	-10.682715660	39.587733900	331.9	
T	-1.663990130	33.931980160	1342.8	
T	-4.341323310	34.550671200	1265.2	
T	-5.885572341	35.149669124	843.0	
